#Load(N)	Displacement (mm)
74.199	1.13
74.299	1.135
74.899	1.145
75.549	1.157
76.185	1.164
76.699	1.173
77.172	1.181
77.612	1.188
78.099	1.197
78.599	1.206
79.299	1.214
79.579	1.221
79.999	1.228
80.599	1.237
81.099	1.247
81.642	1.256
82.28	1.264
82.699	1.272
83.199	1.281
83.605	1.288
84.245	1.299
84.674	1.306
85.199	1.314
85.599	1.32
86.099	1.33
86.599	1.339
87.099	1.345
87.499	1.353
87.999	1.361
88.799	1.373
89.199	1.38
89.799	1.388
90.299	1.398
90.699	1.405
91.099	1.413
91.799	1.422
92.299	1.431
92.799	1.438
93.199	1.445
93.799	1.455
94.299	1.464
94.798	1.472
95.248	1.479
95.792	1.488
96.298	1.497
96.798	1.504
97.298	1.513
97.698	1.521
98.292	1.529
98.398	1.536
98.778	1.543
99.417	1.554
99.998	1.563
100.498	1.572
100.942	1.58
101.398	1.588
101.898	1.595
102.265	1.603
102.805	1.613
103.545	1.623
103.798	1.629
104.298	1.638
104.867	1.646
105.498	1.656
105.898	1.663
106.298	1.672
106.632	1.681
107.098	1.688
107.517	1.697
108.255	1.707
108.598	1.714
108.838	1.721
109.398	1.729
109.918	1.739
110.398	1.747
110.898	1.754
111.298	1.761
111.798	1.771
112.225	1.78
112.767	1.787
113.205	1.797
113.798	1.806
114.198	1.813
114.398	1.82
114.798	1.828
115.398	1.837
115.798	1.844
115.898	1.848
116.436	1.859
117.078	1.869
117.798	1.88
118.298	1.889
118.698	1.896
119.098	1.904
119.398	1.911
120.023	1.922
120.498	1.931
120.898	1.937
121.145	1.943
121.398	1.95
121.998	1.958
122.298	1.966
122.611	1.974
123.251	1.985
123.798	1.995
124.598	2.006
124.898	2.013
125.298	2.02
125.698	2.029
126.098	2.035
126.538	2.045
127.06	2.054
127.498	2.063
127.798	2.068
128.198	2.075
128.398	2.084
128.998	2.091
129.498	2.101
130.198	2.111
130.698	2.122
131.298	2.13
131.591	2.137
131.898	2.143
132.198	2.151
132.525	2.157
132.998	2.166
133.698	2.177
134.198	2.187
134.498	2.192
134.817	2.201
135.298	2.21
135.798	2.218
136.298	2.227
136.798	2.237
137.298	2.248
137.898	2.254
138.298	2.261
138.298	2.267
138.498	2.273
139.098	2.284
139.567	2.293
140.298	2.305
140.798	2.313
141.098	2.32
141.464	2.328
141.873	2.336
142.298	2.343
142.698	2.351
142.998	2.358
143.398	2.367
143.898	2.376
144.318	2.384
144.86	2.394
145.398	2.404
146.041	2.414
146.298	2.422
146.798	2.43
147.164	2.438
147.498	2.446
147.798	2.453
148.198	2.461
148.498	2.468
148.798	2.474
149.098	2.483
149.551	2.492
150.191	2.502
150.698	2.512
150.898	2.519
151.298	2.529
151.798	2.536
152.098	2.544
152.538	2.553
152.979	2.562
153.323	2.57
153.598	2.575
153.998	2.583
154.298	2.592
154.698	2.6
155.098	2.609
155.366	2.616
155.898	2.626
156.298	2.633
156.698	2.641
157.164	2.652
157.797	2.663
158.197	2.67
158.354	2.678
158.697	2.683
159.035	2.691
159.377	2.699
159.797	2.708
160.297	2.717
160.697	2.724
161.141	2.733
161.384	2.741
162.047	2.752
162.297	2.76
162.697	2.767
162.797	2.774
163.297	2.782
163.629	2.79
164.171	2.799
164.497	2.809
164.997	2.816
165.191	2.823
165.697	2.833
166.172	2.842
166.416	2.85
166.697	2.858
167.197	2.866
167.697	2.877
168.097	2.884
168.297	2.892
168.66	2.9
168.997	2.909
169.397	2.917
169.997	2.925
170.297	2.935
170.297	2.943
170.31	2.952
170.497	2.958
170.991	2.966
171.397	2.977
171.797	2.983
172.097	2.991
172.354	3
172.897	3.009
173.135	3.016
173.497	3.024
173.817	3.034
174.26	3.041
174.597	3.05
174.897	3.059
175.297	3.067
175.797	3.076
175.964	3.082
176.297	3.092
176.747	3.099
176.897	3.107
177.397	3.117
177.671	3.124
177.997	3.133
178.297	3.141
178.797	3.15
179.297	3.161
179.497	3.169
179.916	3.179
180.297	3.188
180.597	3.193
180.697	3.199
180.897	3.208
181.397	3.216
181.697	3.224
181.903	3.233
182.397	3.242
182.797	3.251
183.224	3.259
183.397	3.266
183.797	3.275
184.197	3.284
184.39	3.29
184.797	3.3
185.172	3.309
185.497	3.315
185.697	3.323
185.897	3.332
186.297	3.341
186.497	3.348
186.797	3.358
187.297	3.368
187.797	3.377
188.041	3.384
188.297	3.391
188.522	3.4
188.897	3.409
189.297	3.416
189.497	3.425
189.884	3.434
190.297	3.442
190.397	3.448
190.809	3.458
191.297	3.469
191.597	3.476
191.797	3.484
192.197	3.492
192.597	3.503
192.797	3.51
192.997	3.516
193.237	3.525
193.497	3.532
193.797	3.541
194.297	3.551
194.597	3.56
194.897	3.568
195.097	3.575
195.424	3.584
195.797	3.592
196.097	3.6
196.347	3.607
196.697	3.617
197.297	3.628
197.397	3.634
197.597	3.641
197.897	3.651
198.297	3.66
198.634	3.669
199.077	3.677
199.297	3.687
199.559	3.693
199.697	3.699
199.897	3.709
200.297	3.717
200.497	3.724
200.797	3.732
201.197	3.742
201.397	3.75
201.697	3.756
201.897	3.767
202.297	3.775
202.597	3.785
202.797	3.792
203.097	3.801
203.559	3.811
203.697	3.816
203.897	3.825
204.297	3.833
204.697	3.841
204.797	3.849
205.097	3.859
205.522	3.869
205.859	3.877
206.197	3.885
206.297	3.893
206.597	3.901
207.023	3.91
207.297	3.919
207.797	3.929
207.997	3.937
208.097	3.941
208.297	3.948
208.697	3.959
208.897	3.967
209.197	3.974
209.397	3.983
209.797	3.993
210.297	4.003
210.297	4.01
210.697	4.017
210.797	4.025
210.897	4.031
211.297	4.04
211.722	4.051
211.963	4.059
212.103	4.064
212.447	4.075
212.797	4.084
213.128	4.092
213.297	4.099
213.609	4.109
214.097	4.119
214.584	4.129
214.597	4.135
214.797	4.142
214.897	4.149
215.297	4.158
215.597	4.167
215.937	4.176
216.297	4.185
216.397	4.191
216.697	4.198
217.197	4.21
217.397	4.219
217.609	4.227
217.797	4.234
217.997	4.241
218.297	4.248
218.297	4.257
218.797	4.266
218.997	4.275
219.272	4.282
219.497	4.291
219.797	4.301
220.296	4.311
220.396	4.317
220.396	4.324
220.796	4.334
221.196	4.341
221.296	4.348
221.54	4.357
221.796	4.366
222.096	4.374
222.296	4.381
222.696	4.391
222.996	4.401
223.296	4.409
223.396	4.416
223.77	4.426
223.996	4.434
224.196	4.441
224.296	4.448
224.734	4.458
224.896	4.465
225.115	4.475
225.396	4.482
225.796	4.492
226.096	4.501
226.296	4.508
226.321	4.518
226.796	4.526
226.896	4.534
227.143	4.542
227.296	4.55
227.696	4.558
227.765	4.565
228.009	4.575
228.296	4.583
228.396	4.59
228.696	4.599
228.996	4.608
229.396	4.618
229.496	4.627
229.796	4.635
229.934	4.643
230.196	4.65
230.296	4.658
230.596	4.667
230.796	4.676
230.996	4.684
231.296	4.69
231.321	4.7
231.696	4.709
231.996	4.719
232.196	4.727
232.296	4.734
232.496	4.743
232.796	4.751
232.896	4.759
233.096	4.767
233.296	4.773
233.496	4.783
233.771	4.79
233.896	4.8
234.196	4.808
234.296	4.816
234.296	4.823
234.496	4.832
234.796	4.841
234.796	4.848
235.096	4.857
235.196	4.865
235.396	4.874
235.696	4.883
235.865	4.89
236.096	4.899
236.296	4.908
236.503	4.916
236.796	4.925
237.07	4.933
237.196	4.941
237.296	4.949
237.596	4.957
237.796	4.966
237.896	4.975
238.215	4.983
238.296	4.991
238.496	5
238.696	5.007
238.796	5.015
239.196	5.024
239.396	5.032
239.496	5.041
239.796	5.05
239.796	5.057
240.196	5.066
240.296	5.073
240.396	5.082
240.696	5.091
240.89	5.098
241.163	5.108
241.296	5.115
241.415	5.125
241.596	5.133
241.796	5.14
241.896	5.149
242.296	5.158
242.316	5.169
242.659	5.176
242.496	5.183
242.696	5.191
242.796	5.199
242.923	5.207
243.296	5.216
243.396	5.223
243.496	5.233
243.796	5.241
243.996	5.251
244.296	5.259
244.296	5.266
244.396	5.273
244.69	5.283
244.834	5.291
244.796	5.299
245.296	5.308
245.396	5.316
245.396	5.324
245.696	5.333
245.796	5.341
246.096	5.35
246.296	5.356
246.302	5.366
246.696	5.375
246.784	5.382
246.759	5.389
247.165	5.399
247.296	5.408
247.296	5.416
247.496	5.424
247.796	5.433
247.896	5.441
247.996	5.45
248.252	5.458
248.296	5.466
248.436	5.474
248.715	5.482
248.896	5.491
248.996	5.499
249.196	5.507
249.296	5.516
249.496	5.524
249.796	5.533
249.796	5.54
250.196	5.549
250.296	5.56
250.296	5.567
250.296	5.574
250.569	5.583
250.796	5.591
250.796	5.598
250.996	5.607
251.296	5.616
251.476	5.624
251.415	5.632
251.796	5.641
251.896	5.65
252.296	5.661
252.296	5.67
252.396	5.677
252.563	5.685
252.602	5.692
252.543	5.698
252.896	5.707
252.996	5.716
253.165	5.724
253.296	5.733
253.503	5.742
253.79	5.752
253.796	5.76
253.796	5.766
253.996	5.775
254.252	5.784
254.296	5.791
254.296	5.8
254.577	5.808
254.796	5.816
254.796	5.823
254.902	5.832
255.04	5.841
255.296	5.849
255.296	5.858
255.565	5.867
255.796	5.878
255.796	5.885
255.796	5.891
255.996	5.9
256.296	5.91
256.296	5.917
256.552	5.927
256.696	5.935
256.796	5.942
256.796	5.947
256.996	5.959
257.296	5.97
257.296	5.977
257.396	5.985
257.596	5.994
257.796	6.003
257.796	6.008
257.702	6.014
258.096	6.026
258.208	6.033
258.196	6.041
258.296	6.049
258.496	6.059
258.549	6.067
258.49	6.073
258.796	6.085
259.196	6.094
259.196	6.101
259.152	6.107
259.296	6.116
259.496	6.126
259.496	6.132
259.616	6.142
259.858	6.152
260.196	6.162
260.296	6.17
260.396	6.179
260.396	6.188
260.265	6.193
260.196	6.199
260.496	6.207
260.796	6.218
260.796	6.225
260.796	6.232
260.996	6.242
261.296	6.25
261.196	6.258
261.296	6.267
261.396	6.275
261.596	6.284
261.496	6.291
261.796	6.301
262.296	6.313
262.196	6.319
261.896	6.324
262.096	6.332
262.296	6.342
262.296	6.349
262.396	6.358
262.796	6.369
262.896	6.379
262.908	6.387
262.996	6.397
263.29	6.405
263.129	6.411
263.096	6.418
263.296	6.427
263.396	6.437
263.496	6.444
263.436	6.452
263.677	6.459
263.796	6.469
263.796	6.475
263.796	6.484
263.896	6.493
264.296	6.502
264.369	6.514
264.396	6.521
264.296	6.526
264.246	6.532
264.296	6.54
264.796	6.552
264.896	6.561
264.796	6.568
264.796	6.575
264.796	6.583
264.933	6.592
264.996	6.598
265.196	6.609
265.396	6.62
265.696	6.629
265.396	6.635
265.296	6.641
265.496	6.65
265.596	6.659
265.696	6.667
265.896	6.677
265.896	6.685
265.896	6.693
265.896	6.699
265.908	6.708
266.096	6.716
266.196	6.724
266.229	6.734
266.296	6.743
266.296	6.751
266.296	6.757
266.296	6.766
266.296	6.775
266.296	6.782
266.376	6.792
266.696	6.803
266.796	6.812
266.652	6.819
266.482	6.825
266.496	6.833
266.596	6.841
266.596	6.849
266.796	6.859
266.896	6.867
266.765	6.875
266.696	6.883
266.796	6.892
266.796	6.902
266.896	6.909
266.796	6.917
266.896	6.927
266.796	6.936
266.696	6.943
266.496	6.949
266.496	6.958
266.396	6.965
266.396	6.975
266.296	6.984
266.296	6.992
266.296	7.001
266.283	7.007
266.265	7.017
265.996	7.025
265.896	7.034
265.696	7.041
265.596	7.05
265.262	7.058
264.796	7.065
264.796	7.075
264.396	7.082
263.996	7.09
263.596	7.099
263.296	7.108
262.796	7.116
262.196	7.125
261.39	7.133
260.496	7.141
259.123	7.149
257.096	7.157
253.921	7.166
248.663	7.174
5.7	7.187
122.798	7.182
