#Load(N)	Displacement (mm)
49.099	3.65
49.299	3.668
49.599	3.685
49.712	3.701
49.799	3.717
50.099	3.734
50.199	3.747
50.299	3.768
50.399	3.784
50.699	3.8
50.799	3.817
50.899	3.831
50.926	3.849
51.299	3.863
51.393	3.882
51.674	3.902
51.799	3.918
51.899	3.936
52.099	3.951
52.299	3.964
52.386	3.984
52.599	4.001
52.699	4.017
52.799	4.035
52.987	4.05
53.199	4.067
53.299	4.08
53.299	4.099
53.599	4.119
53.699	4.134
53.799	4.15
53.999	4.167
54.068	4.184
54.299	4.2
54.366	4.217
54.499	4.235
54.799	4.252
54.799	4.265
54.962	4.282
55.299	4.301
55.299	4.318
55.599	4.333
55.712	4.351
55.799	4.362
55.899	4.38
56.099	4.398
56.299	4.418
56.599	4.436
56.799	4.45
56.799	4.467
56.899	4.483
57.299	4.502
57.299	4.517
57.499	4.533
57.699	4.551
57.899	4.568
57.899	4.581
58.199	4.597
58.299	4.615
58.386	4.635
58.399	4.65
58.749	4.668
58.799	4.685
58.899	4.701
59.093	4.717
59.299	4.734
59.299	4.75
59.399	4.767
59.599	4.783
59.699	4.797
59.799	4.816
59.899	4.834
59.999	4.847
60.099	4.863
60.299	4.883
60.399	4.901
60.399	4.915
60.662	4.933
60.799	4.951
60.899	4.967
60.999	4.983
61.212	4.998
61.199	5.013
61.299	5.031
61.599	5.051
61.699	5.067
61.799	5.082
61.799	5.095
61.962	5.112
62.199	5.133
62.226	5.152
62.299	5.168
62.399	5.184
62.499	5.2
62.799	5.215
62.799	5.231
62.999	5.25
63.099	5.268
63.199	5.282
63.299	5.296
63.399	5.317
63.568	5.334
63.611	5.348
63.793	5.364
63.824	5.385
63.899	5.399
63.999	5.416
64.299	5.435
64.299	5.452
64.299	5.467
64.399	5.483
64.549	5.497
64.599	5.514
64.799	5.531
64.799	5.548
65.099	5.569
65.099	5.583
65.255	5.599
65.299	5.615
65.399	5.63
65.611	5.651
65.799	5.668
65.799	5.685
65.799	5.701
65.98	5.716
66.199	5.733
66.299	5.751
66.299	5.768
66.299	5.784
66.372	5.801
66.399	5.818
66.599	5.832
66.699	5.847
66.799	5.869
66.899	5.885
66.999	5.9
67.199	5.919
67.199	5.933
67.299	5.951
67.346	5.967
67.399	5.985
67.586	6.002
67.599	6.017
67.799	6.031
67.799	6.049
67.899	6.069
67.979	6.082
68.099	6.101
68.286	6.117
68.299	6.135
68.299	6.149
68.499	6.17
68.599	6.186
68.693	6.201
68.799	6.217
68.799	6.234
68.799	6.248
68.999	6.269
69.099	6.285
69.099	6.3
69.299	6.318
69.299	6.332
69.366	6.352
69.399	6.366
69.499	6.386
69.699	6.401
69.799	6.418
69.799	6.436
69.899	6.452
70.006	6.468
70.199	6.484
70.199	6.502
70.299	6.519
70.299	6.535
70.299	6.551
70.599	6.568
70.499	6.584
70.699	6.601
70.799	6.616
70.799	6.635
70.899	6.651
70.899	6.668
70.974	6.685
71.055	6.701
71.199	6.719
71.299	6.735
71.299	6.751
71.399	6.766
71.568	6.785
71.549	6.801
71.699	6.818
71.799	6.835
71.799	6.851
71.799	6.864
71.999	6.883
72.043	6.902
72.199	6.919
72.299	6.935
72.299	6.951
72.299	6.968
72.352	6.983
72.466	7.001
72.599	7.017
72.699	7.033
72.78	7.05
72.799	7.068
72.799	7.081
72.799	7.097
72.899	7.113
73.199	7.134
73.099	7.15
73.299	7.165
73.299	7.184
73.299	7.2
73.299	7.214
73.399	7.23
73.599	7.251
73.699	7.267
73.699	7.281
73.899	7.296
74.099	7.318
73.899	7.332
74.199	7.348
74.199	7.364
74.299	7.384
74.299	7.401
74.299	7.415
74.299	7.434
74.299	7.451
74.399	7.467
74.399	7.483
74.299	7.496
74.599	7.515
74.699	7.532
74.643	7.547
74.799	7.568
74.799	7.583
74.799	7.596
74.899	7.612
74.999	7.632
75.132	7.651
75.199	7.669
75.199	7.684
75.219	7.699
75.299	7.713
75.355	7.73
75.324	7.748
75.599	7.767
75.499	7.782
75.499	7.797
75.599	7.813
75.736	7.833
75.799	7.847
75.799	7.862
75.899	7.881
76.036	7.9
75.999	7.916
76.172	7.935
76.186	7.951
76.199	7.964
76.299	7.983
76.299	8
76.361	8.017
76.379	8.032
76.399	8.047
76.612	8.068
76.499	8.082
76.599	8.097
76.699	8.113
76.799	8.13
76.799	8.15
76.899	8.167
76.899	8.184
76.799	8.201
76.999	8.214
77.099	8.23
77.199	8.246
77.199	8.265
77.299	8.283
77.299	8.3
77.299	8.313
77.299	8.328
77.499	8.347
77.399	8.362
77.599	8.38
77.699	8.402
77.799	8.418
77.699	8.431
77.799	8.449
77.799	8.465
77.799	8.483
77.799	8.499
77.999	8.515
77.899	8.53
77.999	8.547
78.199	8.563
78.299	8.585
78.286	8.601
78.099	8.612
78.299	8.632
78.299	8.65
78.299	8.668
78.399	8.684
78.499	8.701
78.499	8.714
78.599	8.733
78.499	8.748
78.499	8.766
78.611	8.783
78.605	8.798
78.799	8.819
78.699	8.831
78.799	8.845
78.799	8.862
78.899	8.881
78.911	8.9
78.999	8.916
78.949	8.932
79.065	8.95
78.999	8.963
79.299	8.98
79.299	8.997
79.336	9.018
79.299	9.033
79.299	9.048
79.499	9.067
79.399	9.083
79.599	9.1
79.552	9.115
79.636	9.134
79.68	9.149
79.699	9.164
79.799	9.181
79.799	9.201
79.799	9.218
79.799	9.233
79.799	9.248
79.799	9.264
79.899	9.279
79.999	9.298
80.099	9.317
79.999	9.331
80.099	9.346
80.099	9.361
80.299	9.38
80.199	9.397
80.267	9.413
80.299	9.432
80.299	9.45
80.299	9.462
80.299	9.479
80.439	9.498
80.499	9.517
80.599	9.533
80.599	9.547
80.767	9.566
80.649	9.582
80.699	9.596
80.799	9.612
80.799	9.633
80.799	9.651
80.799	9.666
80.899	9.684
80.799	9.699
80.899	9.716
80.799	9.73
81.025	9.749
80.999	9.764
81.099	9.78
81.099	9.797
81.199	9.814
81.199	9.831
81.299	9.847
81.299	9.862
81.325	9.882
81.399	9.902
81.399	9.915
81.324	9.932
81.442	9.948
81.399	9.965
81.499	9.98
81.499	9.996
81.599	10.014
81.699	10.031
81.699	10.047
81.799	10.068
81.699	10.083
81.792	10.095
81.799	10.112
81.899	10.131
81.799	10.152
81.799	10.168
81.999	10.185
81.811	10.199
81.899	10.212
82.199	10.23
82.199	10.25
82.112	10.268
82.005	10.281
82.119	10.296
82.199	10.314
82.299	10.334
82.299	10.349
82.299	10.364
82.299	10.38
82.299	10.4
82.299	10.415
82.299	10.432
82.299	10.449
82.299	10.465
82.299	10.481
82.399	10.496
82.342	10.515
82.299	10.53
82.399	10.546
82.299	10.563
82.425	10.583
82.299	10.595
82.399	10.612
82.599	10.63
82.499	10.647
82.599	10.663
82.765	10.685
82.652	10.701
82.567	10.713
82.711	10.732
82.699	10.748
82.724	10.767
82.699	10.782
82.799	10.799
82.799	10.816
82.705	10.833
82.799	10.846
82.799	10.862
82.849	10.883
82.799	10.902
82.899	10.919
82.805	10.933
82.999	10.951
82.799	10.962
83.099	10.984
83.099	11.002
82.899	11.017
82.999	11.03
83.099	11.047
83.199	11.068
82.865	11.081
83.199	11.098
83.099	11.115
83.199	11.134
83.161	11.149
83.199	11.165
83.299	11.186
83.199	11.201
83.299	11.216
83.299	11.233
83.299	11.248
83.299	11.268
83.299	11.285
83.299	11.3
83.399	11.318
83.299	11.333
83.399	11.352
83.399	11.366
83.499	11.385
83.399	11.401
83.399	11.419
83.499	11.435
83.339	11.451
83.499	11.469
83.499	11.484
83.699	11.5
83.499	11.516
83.599	11.533
83.599	11.549
83.699	11.568
83.499	11.582
83.699	11.599
83.699	11.617
83.799	11.635
83.599	11.648
83.899	11.667
83.786	11.685
83.799	11.7
83.799	11.715
83.799	11.735
83.799	11.751
83.799	11.767
83.899	11.784
83.799	11.798
83.899	11.818
83.799	11.832
83.899	11.85
83.799	11.863
83.999	11.88
83.842	11.9
83.899	11.918
83.899	11.933
83.899	11.95
83.999	11.966
83.799	11.981
83.999	11.997
84.099	12.019
83.799	12.033
83.899	12.047
84.199	12.067
83.899	12.083
83.959	12.098
83.919	12.113
84.299	12.134
84.099	12.151
83.999	12.166
84.199	12.184
83.999	12.2
83.999	12.214
84.199	12.233
84.099	12.251
84.139	12.266
84.199	12.283
84.199	12.298
84.199	12.316
84.199	12.334
84.099	12.35
84.099	12.364
84.299	12.382
84.28	12.402
84.199	12.417
84.199	12.434
84.299	12.451
84.299	12.468
84.199	12.483
84.299	12.499
84.299	12.516
84.299	12.534
84.199	12.549
84.299	12.566
84.199	12.584
84.199	12.598
84.299	12.612
84.299	12.631
84.299	12.65
84.299	12.666
84.299	12.684
84.299	12.7
84.199	12.713
84.299	12.729
84.299	12.747
84.299	12.763
84.292	12.779
84.299	12.796
84.299	12.815
84.299	12.832
84.299	12.845
84.299	12.864
84.299	12.882
84.299	12.899
84.399	12.915
84.299	12.934
84.299	12.949
84.299	12.964
84.299	12.98
84.33	13
84.399	13.018
84.232	13.032
84.312	13.046
84.399	13.068
84.279	13.082
84.299	13.096
84.299	13.114
84.399	13.132
84.299	13.149
84.299	13.164
84.299	13.184
84.299	13.201
84.136	13.213
84.399	13.232
84.399	13.25
84.299	13.266
84.299	13.279
84.399	13.298
84.399	13.318
84.199	13.332
84.299	13.344
84.299	13.363
84.342	13.381
84.299	13.399
84.399	13.42
84.299	13.433
84.312	13.451
84.299	13.464
84.449	13.483
84.299	13.501
84.199	13.518
84.299	13.531
84.299	13.551
84.399	13.569
84.299	13.582
84.299	13.597
84.299	13.616
84.399	13.634
84.299	13.65
84.299	13.668
84.299	13.685
84.299	13.701
84.299	13.713
84.299	13.732
84.299	13.752
84.299	13.767
84.299	13.782
84.299	13.801
84.299	13.818
84.199	13.83
84.399	13.846
84.299	13.868
84.299	13.883
84.299	13.897
84.399	13.916
84.299	13.934
84.299	13.951
84.225	13.964
84.299	13.985
84.299	13.999
84.299	14.016
84.299	14.033
84.199	14.049
84.299	14.066
84.099	14.082
84.199	14.099
84.099	14.114
84.299	14.135
84.199	14.151
84.199	14.169
84.299	14.183
84.124	14.2
84.199	14.217
84.059	14.234
84.274	14.251
84.099	14.268
84.211	14.285
83.93	14.299
84.249	14.317
83.999	14.333
84.199	14.35
83.899	14.362
84.199	14.381
83.999	14.399
83.999	14.417
83.999	14.431
84.099	14.45
84.099	14.467
83.999	14.483
83.999	14.5
83.899	14.517
83.999	14.532
84.099	14.549
83.999	14.568
83.799	14.579
